gender,age,study_hours,attendance,sleep_hours,previous_grade,internet_access,parent_education,family_income,extra_classes,assignments_completed,participation,final_score,pass_fail,study_efficiency,homework_ratio,academic_engagement_score,sleep_quality_index,grade_trend,risk_index
female,18,5,95.7,6.0,42.5,yes,higher,low,yes,95.2,80.0,50,1,4.785,0.9520000000000001,0.8784000000000002,0.75,-12.5,6.704999999999998
female,18,5,100.0,6.0,75.0,yes,secondary,medium,yes,100.0,53.33,75,1,5.0,1.0,0.85666,0.75,20.0,4.0
female,17,5,81.72,6.0,50.0,yes,middle,low,yes,79.6,86.67,50,1,4.086,0.7959999999999999,0.78902,0.75,-5.0,15.498000000000001
male,18,5,95.7,6.0,72.5,yes,higher,medium,yes,95.2,60.0,70,1,4.785,0.9520000000000001,0.8384000000000001,0.75,17.5,6.704999999999998
male,18,2,94.62,8.0,32.5,yes,middle,low,no,94.0,73.33,35,0,1.8924,0.94,0.82714,1.0,-22.5,19.383
male,17,5,97.85,7.0,55.0,yes,middle,medium,no,97.6,73.33,50,1,4.8925,0.976,0.88086,0.875,0.0,5.352500000000004
male,19,2,100.0,8.0,27.5,no,primary,low,no,82.0,60.0,0,0,2.0,0.82,0.786,1.0,-27.5,20.5
male,18,2,84.95,7.0,27.5,no,secondary,low,yes,65.2,80.0,25,0,1.699,0.652,0.7154000000000001,0.875,-27.5,29.967499999999998
female,18,8,97.85,8.0,47.5,no,middle,low,yes,97.6,73.33,50,1,7.827999999999999,0.976,0.91086,1.0,-7.5,1.3525000000000034
female,18,2,92.47,8.0,27.5,yes,higher,low,yes,91.6,73.33,30,0,1.8494,0.9159999999999999,0.81134,1.0,-27.5,20.735500000000002
female,19,8,100.0,8.0,30.0,yes,middle,low,no,82.0,73.33,0,0,8.0,0.82,0.87266,1.0,-25.0,4.5
female,18,5,100.0,6.0,40.0,yes,middle,high,yes,100.0,73.33,40,1,5.0,1.0,0.89666,0.75,-15.0,4.0
female,18,5,100.0,8.0,27.5,no,primary,medium,no,82.0,20.0,0,0,5.0,0.82,0.7360000000000001,1.0,-27.5,8.5
male,20,5,88.17,8.0,45.0,no,middle,high,yes,50.8,93.33,45,1,4.4085,0.508,0.7417400000000002,1.0,-10.0,20.4405
male,17,2,96.77,6.0,75.0,yes,middle,high,no,96.4,73.33,80,1,1.9354,0.9640000000000001,0.84294,0.75,20.0,18.0305
male,21,2,96.77,7.0,45.0,no,primary,low,no,42.4,86.67,35,0,1.9354,0.424,0.7076200000000001,0.875,-10.0,31.530500000000004
male,18,2,100.0,8.0,57.5,yes,middle,low,no,100.0,60.0,50,1,2.0,1.0,0.84,1.0,2.5,16.0
male,19,2,94.62,8.0,42.5,yes,primary,high,no,94.0,53.33,45,1,1.8924,0.94,0.78714,1.0,-12.5,19.383
